task,unit,n_windows,n_errors,signal,eaurc,capture@0.05,capture@0.1,capture@0.2
sen1floods11,chip25,256,3,"weighted disagreement (olmoearth_large, same family)",0.011626957440902665,0.05078125,0.1015625,0.19921875
sen1floods11,chip25,256,3,weighted disagreement (galileo_base),0.011626957440902665,0.05078125,0.1015625,0.19921875
sen1floods11,chip25,256,3,weighted disagreement (panopticon),0.011626957440902665,0.05078125,0.1015625,0.19921875
sen1floods11,chip25,256,3,combination conf+weighted disagreement (U+),0.0009683793414028092,0.3333333333333333,0.6666666666666666,1.0
sen1floods11,chip27,256,10,confidence (OlmoEarth),0.003421132902569501,0.7,0.9,0.9
sen1floods11,chip27,256,10,constant score,0.03821323515914219,0.05078125,0.1015625,0.19921875
sen1floods11,chip27,256,10,disagreement (selected partner),0.038519009324276994,0.04330708661417323,0.09448818897637795,0.19291338582677164
sen1floods11,chip27,256,10,weighted disagreement (selected partner),0.038519009324276994,0.04330708661417323,0.09448818897637795,0.19291338582677164
sen1floods11,chip27,256,10,accuracy-weighted vote (all outside partners),0.038519009324276994,0.04330708661417323,0.09448818897637795,0.19291338582677164
sen1floods11,chip27,256,10,"weighted disagreement (olmoearth_nano, same family)",0.038519009324276994,0.04330708661417323,0.09448818897637795,0.19291338582677164
sen1floods11,chip27,256,10,"weighted disagreement (olmoearth_tiny, same family)",0.038519009324276994,0.04330708661417323,0.09448818897637795,0.19291338582677164
sen1floods11,chip27,256,10,"weighted disagreement (olmoearth_large, same family)",0.03473585112989688,0.13557312252964426,0.18181818181818182,0.2707509881422925
sen1floods11,chip27,256,10,weighted disagreement (galileo_base),0.038519009324276994,0.04330708661417323,0.09448818897637795,0.19291338582677164
sen1floods11,chip27,256,10,weighted disagreement (panopticon),0.038519009324276994,0.04330708661417323,0.09448818897637795,0.19291338582677164
sen1floods11,chip27,256,10,combination conf+weighted disagreement (U+),0.003451951562897533,0.7,0.9,0.9
sen1floods11,chip28,256,5,confidence (OlmoEarth),0.0012197522739648514,0.6,0.8,0.8
sen1floods11,chip28,256,5,constant score,0.01930116429515615,0.05078125,0.1015625,0.19921875
sen1floods11,chip28,256,5,disagreement (selected partner),0.019530946062762917,0.039525691699604744,0.09090909090909091,0.18972332015810275
sen1floods11,chip28,256,5,weighted disagreement (selected partner),0.019530946062762917,0.039525691699604744,0.09090909090909091,0.18972332015810275
sen1floods11,chip28,256,5,accuracy-weighted vote (all outside partners),0.01570189467936371,0.22857142857142856,0.2698412698412699,0.3492063492063492
sen1floods11,chip28,256,5,"weighted disagreement (olmoearth_nano, same family)",0.01937745824046864,0.047058823529411764,0.09803921568627451,0.19607843137254902
sen1floods11,chip28,256,5,"weighted disagreement (olmoearth_tiny, same family)",0.01945405137772355,0.04330708661417323,0.09448818897637795,0.19291338582677164
