part,unit,n_patches,n_errors,signal,aurc,capture@0.05,capture_stable@0.05,gain_vs_confidence@0.05,capture@0.1,capture_stable@0.1,gain_vs_confidence@0.1,capture@0.2,capture_stable@0.2,gain_vs_confidence@0.2,W/L@0.05,W/L@0.1,W/L@0.2
B,bolivia/tile51,225,23,tile-phase (aligned),0.02167617980938847,0.13043478260869565,,-0.08695652173913043,0.2608695652173913,,-0.17391304347826086,0.6521739130434783,,-0.17391304347826086,,,
B,bolivia/tile51,225,23,boundary indicator,0.050853258133975315,0.21070234113712377,,-0.006688963210702309,0.35403726708074534,,-0.08074534161490682,0.591304347826087,,-0.23478260869565215,,,
B,bolivia/tile51,225,23,control NDWI gradient,0.09265863531764892,0.08695652173913043,,-0.13043478260869565,0.13043478260869565,,-0.30434782608695654,0.17391304347826086,,-0.6521739130434783,,,
B,bolivia/tile51,225,23,constant score,0.10222222222222223,0.048888888888888885,,-0.16850241545893718,0.09777777777777777,,-0.33700483091787437,0.19999999999999998,,-0.6260869565217392,,,
B,bolivia/tile51,225,23,control S2 patch variance,0.13726782478140456,0.08695652173913043,,-0.13043478260869565,0.08695652173913043,,-0.34782608695652173,0.08695652173913043,,-0.7391304347826086,,,
B,bolivia/tile51,225,23,control NDWI level,0.007373934559980249,0.43478260869565216,,0.21739130434782608,0.8260869565217391,,0.391304347826087,0.9565217391304348,,0.13043478260869568,,,
B,bolivia/tile54,47,7,confidence (baseline),0.03456408879233848,0.14285714285714285,,0.0,0.2857142857142857,,0.0,0.42857142857142855,,0.0,,,
B,bolivia/tile54,47,7,tile-phase (aligned),0.032112564334753846,0.0,,-0.14285714285714285,0.2857142857142857,,0.0,0.5714285714285714,,0.14285714285714285,,,
B,bolivia/tile54,47,7,boundary indicator,0.03955203256245698,0.047619047619047616,,-0.09523809523809523,0.14285714285714285,,-0.14285714285714285,0.5238095238095238,,0.09523809523809529,,,
B,bolivia/tile54,47,7,control NDWI gradient,0.0374128833301026,0.14285714285714285,,0.0,0.2857142857142857,,0.0,0.5714285714285714,,0.14285714285714285,,,
B,bolivia/tile54,47,7,constant score,0.1489361702127659,0.0425531914893617,,-0.10030395136778114,0.10638297872340426,,-0.17933130699088146,0.19148936170212766,,-0.2370820668693009,,,
B,bolivia/tile54,47,7,control S2 patch variance,0.01795101705603166,0.2857142857142857,,0.14285714285714285,0.5714285714285714,,0.2857142857142857,0.8571428571428571,,0.42857142857142855,,,
B,bolivia/tile54,47,7,control NDWI level,0.019300279106315526,0.2857142857142857,,0.14285714285714285,0.5714285714285714,,0.2857142857142857,0.7142857142857143,,0.28571428571428575,,,
B,bolivia/tile55,88,12,confidence (baseline),0.027183756072215258,0.25,,0.0,0.25,,0.0,0.5833333333333334,,0.0,,,
B,bolivia/tile55,88,12,tile-phase (aligned),0.01976594641880745,0.3333333333333333,,0.08333333333333331,0.6666666666666666,,0.41666666666666663,0.8333333333333334,,0.25,,,
B,bolivia/tile55,88,12,boundary indicator,0.0755505552719719,0.25,,0.0,0.4351851851851852,,0.18518518518518517,0.5833333333333334,,0.0,,,
B,bolivia/tile55,88,12,control NDWI gradient,0.10113628664011892,0.0,,-0.25,0.0,,-0.25,0.0,,-0.5833333333333334,,,
B,bolivia/tile55,88,12,constant score,0.13636363636363635,0.04545454545454545,,-0.20454545454545456,0.10227272727272728,,-0.1477272727272727,0.20454545454545456,,-0.3787878787878788,,,
B,bolivia/tile55,88,12,control S2 patch variance,0.022709909279409187,0.3333333333333333,,0.08333333333333331,0.5,,0.25,0.8333333333333334,,0.25,,,
B,bolivia/tile55,88,12,control NDWI level,0.04346819831873682,0.08333333333333333,,-0.16666666666666669,0.16666666666666666,,-0.08333333333333334,0.16666666666666666,,-0.41666666666666674,,,
B,bolivia/tile56,192,27,confidence (baseline),0.03229048563715551,0.25925925925925924,,0.0,0.3333333333333333,,0.0,0.5555555555555556,,0.0,,,
