part,unit,n_patches,n_errors,signal,aurc,eaurc,mean_value,gain_vs_confidence,gain_vs_tile-phase,gain_vs_boundary,gain_vs_control,spearman_vs_confidence,spearman_vs_tile-phase,spearman_vs_boundary,spearman_vs_control,head_acc,n_tiles_scored,W/L_vs_confidence,sign_p_vs_confidence,W/L_vs_tile-phase,sign_p_vs_tile-phase,W/L_vs_boundary,sign_p_vs_boundary,W/L_vs_control,sign_p_vs_control
A,cuando_50,1024,168,confidence (baseline),0.053649177945038526,0.03930779287575223,-7.855080604553223,0.0,-0.025962827685756706,-0.024570397073428007,-0.02206391183576947,,,,,,,,,,,,,,
A,cuando_50,1024,168,tile-phase (aligned),0.027686350259281824,0.013344965189995523,0.07388153277105558,0.025962827685756706,0.0,0.0013924306123286982,0.003898915849987236,,,,,,,,,,,,,,
A,cuando_50,1024,168,boundary indicator,0.029078780871610522,0.014737395802324221,0.169189453125,0.024570397073428007,-0.0013924306123286982,0.0,0.002506485237658538,,,,,,,,,,,,,,
A,cuando_50,1024,168,control NDWI gradient,0.03158526610926906,0.01724388103998276,0.023217963458822988,0.02206391183576947,-0.003898915849987236,-0.002506485237658538,0.0,,,,,,,,,,,,,,
A,cuando_50,1024,168,constant score,0.1640625,0.1497211149307137,0.0,-0.11041332205496146,-0.13637614974071816,-0.13498371912838947,-0.13247723389073093,,,,,,,,,,,,,,
A,cuando_50,1024,168,control S2 patch variance,0.04123510932147027,0.026893724252183972,69.87776360528892,0.012414068623568256,-0.01354875906218845,-0.012156328449859751,-0.009649843212201213,,,,,,,,,,,,,,
A,cuando_50,1024,168,control NDWI level,0.03327961197869088,0.01893822690940458,-0.27251273935858955,0.02036956596634765,-0.005593261719409055,-0.004200831107080357,-0.0016943458694218191,,,,,,,,,,,,,,
A,cuando_50,1024,168,discrete predictive entropy (k-means),0.13938641838733118,0.12504503331804487,1.863127877970328,-0.08573724044229264,-0.11170006812804935,-0.11030763751572065,-0.10780115227806211,0.02896749383091338,0.1215719436199127,0.1833137382876761,0.19175929609827622,,,,,,,,,,
A,cuando_50,1024,168,discrete target NLL (k-means),0.08559917469045633,0.07125778962117003,3.9948997166767413,-0.031949996745417805,-0.057912824431174514,-0.05652039381884581,-0.05401390858118728,0.2369946825155568,0.3700163056111866,0.3842861517416493,0.4056138241184464,,,,,,,,,,
A,cuando_50,1024,168,"gap-masked residual (3x3 hole, centre)",0.021841607134298485,0.007500222065012184,0.608710730317398,0.031807570810740045,0.005844743124983339,0.007237173737312037,0.009743658974970575,0.45939460249624486,0.6442831454295114,0.5914710924647736,0.6699447911451254,,,,,,,,,,
A,cuando_50,1024,168,residual along the decision direction,0.05569410262085507,0.041352717551568774,0.29376560079799674,-0.002044924675816545,-0.02800775236157325,-0.026615321749244553,-0.024108836511586015,0.36966631052857446,0.4988708448072383,0.4803937821865389,0.4887839635040412,,,,,,,,,,
A,cuando_50,1024,168,whitened residual (exp33 form),0.034222792120168634,0.019881407050882333,0.417165557431872,0.019426385824869895,-0.00653644186088681,-0.005144011248558112,-0.002637526010899574,0.3850403896359345,0.601630885219226,0.5695091776339317,0.6902008864709248,,,,,,,,,,
A,cuando_50,1024,168,combination conf+entropy (prereg),0.07002555388607345,0.05568416881678716,0.5,-0.01637637594103493,-0.04233920362679164,-0.04094677301446294,-0.0384402877768044,,,,,,,,,,,,,,
A,cuando_80,1024,61,confidence (baseline),0.007179925640351724,0.005340216731363208,-9.199139595031738,0.0,-0.0021581087379844107,-0.00020214986842663311,0.0020931413584298463,,,,,,,,,,,,,,
A,cuando_80,1024,61,tile-phase (aligned),0.005021816902367314,0.003182107993378797,0.04882505329683659,0.0021581087379844107,0.0,0.0019559588695577776,0.004251250096414257,,,,,,,,,,,,,,
A,cuando_80,1024,61,boundary indicator,0.006977775771925091,0.005138066862936575,0.105712890625,0.00020214986842663311,-0.0019559588695577776,0.0,0.0022952912268564794,,,,,,,,,,,,,,
A,cuando_80,1024,61,control NDWI gradient,0.009273066998781571,0.007433358089793054,0.025855013054160277,-0.0020931413584298463,-0.004251250096414257,-0.0022952912268564794,0.0,,,,,,,,,,,,,,
A,cuando_80,1024,61,constant score,0.0595703125,0.05773060359101148,0.0,-0.05239038685964827,-0.05454849559763268,-0.05259253672807491,-0.050297245501218425,,,,,,,,,,,,,,
A,cuando_80,1024,61,control S2 patch variance,0.011358400573670251,0.009518691664681734,65.70832686405066,-0.004178474933318526,-0.006336583671302937,-0.0043806248017451595,-0.00208533357488868,,,,,,,,,,,,,,
A,cuando_80,1024,61,control NDWI level,0.019792745793629697,0.017953036884641182,-0.19652466199846824,-0.012612820153277974,-0.014770928891262384,-0.012814970021704607,-0.010519678794848128,,,,,,,,,,,,,,
